    0.0000000000 -400.0000000000  -25.0000000000
  -50.0000000000 -475.0000000000  -25.0000000000
  -50.0000000000 -475.0000000000   25.0000000000
    0.0000000000 -400.0000000000   25.0000000000
#

    0.0000000000 -400.0000000000  -25.0000000000
   50.0000000000 -475.0000000000  -25.0000000000
   50.0000000000 -475.0000000000   25.0000000000
    0.0000000000 -400.0000000000   25.0000000000
#

    0.0000000000 -400.0000000000  -25.0000000000
   50.0000000000 -325.0000000000  -25.0000000000
   50.0000000000 -325.0000000000   25.0000000000
    0.0000000000 -400.0000000000   25.0000000000
#

    0.0000000000 -400.0000000000  -25.0000000000
  -50.0000000000 -325.0000000000  -25.0000000000
  -50.0000000000 -325.0000000000   25.0000000000
    0.0000000000 -400.0000000000   25.0000000000
#

    0.0000000000 -400.0000000000  -25.0000000000
  -50.0000000000 -475.0000000000  -25.0000000000
  -50.0000000000 -475.0000000000   25.0000000000
    0.0000000000 -400.0000000000   25.0000000000
#




   50.0000000000 -325.0000000000   25.0000000000
   90.0000000000 -325.0000000000   25.0000000000
   90.0000000000 -325.0000000000   50.0000000000
   50.0000000000 -325.0000000000   50.0000000000
#

   50.0000000000 -325.0000000000   25.0000000000
   70.0000000000 -290.3589782715   25.0000000000
   70.0000000000 -290.3589782715   50.0000000000
   50.0000000000 -325.0000000000   50.0000000000
#

   50.0000000000 -325.0000000000   25.0000000000
   30.0000000000 -290.3589782715   25.0000000000
   30.0000000000 -290.3589782715   50.0000000000
   50.0000000000 -325.0000000000   50.0000000000
#

   50.0000000000 -325.0000000000   25.0000000000
   10.0000000000 -325.0000000000   25.0000000000
   10.0000000000 -325.0000000000   50.0000000000
   50.0000000000 -325.0000000000   50.0000000000
#

   50.0000000000 -325.0000000000   25.0000000000
   30.0000000000 -359.6410217285   25.0000000000
   30.0000000000 -359.6410217285   50.0000000000
   50.0000000000 -325.0000000000   50.0000000000
#

   50.0000000000 -325.0000000000   25.0000000000
   70.0000000000 -359.6410217285   25.0000000000
   70.0000000000 -359.6410217285   50.0000000000
   50.0000000000 -325.0000000000   50.0000000000
#

   50.0000000000 -325.0000000000   25.0000000000
   90.0000000000 -325.0000000000   25.0000000000
   90.0000000000 -325.0000000000   50.0000000000
   50.0000000000 -325.0000000000   50.0000000000
#



  -50.0000000000 -325.0000000000   25.0000000000
  -10.0000000000 -325.0000000000   25.0000000000
  -10.0000000000 -325.0000000000   50.0000000000
  -50.0000000000 -325.0000000000   50.0000000000
#

  -50.0000000000 -325.0000000000   25.0000000000
  -30.0000000000 -290.3589782715   25.0000000000
  -30.0000000000 -290.3589782715   50.0000000000
  -50.0000000000 -325.0000000000   50.0000000000
#

  -50.0000000000 -325.0000000000   25.0000000000
  -70.0000000000 -290.3589782715   25.0000000000
  -70.0000000000 -290.3589782715   50.0000000000
  -50.0000000000 -325.0000000000   50.0000000000
#

  -50.0000000000 -325.0000000000   25.0000000000
  -90.0000000000 -325.0000000000   25.0000000000
  -90.0000000000 -325.0000000000   50.0000000000
  -50.0000000000 -325.0000000000   50.0000000000
#

  -50.0000000000 -325.0000000000   25.0000000000
  -70.0000000000 -359.6410217285   25.0000000000
  -70.0000000000 -359.6410217285   50.0000000000
  -50.0000000000 -325.0000000000   50.0000000000
#

  -50.0000000000 -325.0000000000   25.0000000000
  -30.0000000000 -359.6410217285   25.0000000000
  -30.0000000000 -359.6410217285   50.0000000000
  -50.0000000000 -325.0000000000   50.0000000000
#

  -50.0000000000 -325.0000000000   25.0000000000
  -10.0000000000 -325.0000000000   25.0000000000
  -10.0000000000 -325.0000000000   50.0000000000
  -50.0000000000 -325.0000000000   50.0000000000
#



  -50.0000000000 -475.0000305176   25.0000000000
  -10.0000000000 -475.0000000000   25.0000000000
  -10.0000000000 -475.0000000000   50.0000000000
  -50.0000000000 -475.0000305176   50.0000000000
#

  -50.0000000000 -475.0000305176   25.0000000000
  -30.0000000000 -440.3589782715   25.0000000000
  -30.0000000000 -440.3589782715   50.0000000000
  -50.0000000000 -475.0000305176   50.0000000000
#

  -50.0000000000 -475.0000305176   25.0000000000
  -70.0000000000 -440.3589782715   25.0000000000
  -70.0000000000 -440.3589782715   50.0000000000
  -50.0000000000 -475.0000305176   50.0000000000
#

  -50.0000000000 -475.0000305176   25.0000000000
  -90.0000000000 -475.0000000000   25.0000000000
  -90.0000000000 -475.0000000000   50.0000000000
  -50.0000000000 -475.0000305176   50.0000000000
#

  -50.0000000000 -475.0000305176   25.0000000000
  -70.0000000000 -509.6410217285   25.0000000000
  -70.0000000000 -509.6410217285   50.0000000000
  -50.0000000000 -475.0000305176   50.0000000000
#

  -50.0000000000 -475.0000305176   25.0000000000
  -30.0000000000 -509.6410217285   25.0000000000
  -30.0000000000 -509.6410217285   50.0000000000
  -50.0000000000 -475.0000305176   50.0000000000
#

  -50.0000000000 -475.0000305176   25.0000000000
  -10.0000000000 -475.0000000000   25.0000000000
  -10.0000000000 -475.0000000000   50.0000000000
  -50.0000000000 -475.0000305176   50.0000000000
#



   50.0000000000 -475.0000305176   25.0000000000
   90.0000000000 -475.0000000000   25.0000000000
   90.0000000000 -475.0000000000   50.0000000000
   50.0000000000 -475.0000305176   50.0000000000
#

   50.0000000000 -475.0000305176   25.0000000000
   70.0000000000 -440.3589782715   25.0000000000
   70.0000000000 -440.3589782715   50.0000000000
   50.0000000000 -475.0000305176   50.0000000000
#

   50.0000000000 -475.0000305176   25.0000000000
   30.0000000000 -440.3589782715   25.0000000000
   30.0000000000 -440.3589782715   50.0000000000
   50.0000000000 -475.0000305176   50.0000000000
#

   50.0000000000 -475.0000305176   25.0000000000
   10.0000000000 -475.0000000000   25.0000000000
   10.0000000000 -475.0000000000   50.0000000000
   50.0000000000 -475.0000305176   50.0000000000
#

   50.0000000000 -475.0000305176   25.0000000000
   30.0000000000 -509.6410217285   25.0000000000
   30.0000000000 -509.6410217285   50.0000000000
   50.0000000000 -475.0000305176   50.0000000000
#

   50.0000000000 -475.0000305176   25.0000000000
   70.0000000000 -509.6410217285   25.0000000000
   70.0000000000 -509.6410217285   50.0000000000
   50.0000000000 -475.0000305176   50.0000000000
#

   50.0000000000 -475.0000305176   25.0000000000
   90.0000000000 -475.0000000000   25.0000000000
   90.0000000000 -475.0000000000   50.0000000000
   50.0000000000 -475.0000305176   50.0000000000
#



    0.0000000000    0.0000000000  -25.0000000000
  -50.0000000000 -100.0000000000  -25.0000000000
  -50.0000000000 -100.0000000000   25.0000000000
    0.0000000000    0.0000000000   25.0000000000
#

    0.0000000000    0.0000000000  -25.0000000000
   50.0000000000 -100.0000000000  -25.0000000000
   50.0000000000 -100.0000000000   25.0000000000
    0.0000000000    0.0000000000   25.0000000000
#

    0.0000000000    0.0000000000  -25.0000000000
   50.0000000000  100.0000000000  -25.0000000000
   50.0000000000  100.0000000000   25.0000000000
    0.0000000000    0.0000000000   25.0000000000
#

    0.0000000000    0.0000000000  -25.0000000000
  -50.0000000000  100.0000000000  -25.0000000000
  -50.0000000000  100.0000000000   25.0000000000
    0.0000000000    0.0000000000   25.0000000000
#

    0.0000000000    0.0000000000  -25.0000000000
  -50.0000000000 -100.0000000000  -25.0000000000
  -50.0000000000 -100.0000000000   25.0000000000
    0.0000000000    0.0000000000   25.0000000000
#




   50.0000000000  100.0000000000   25.0000000000
   90.0000000000  100.0000000000   25.0000000000
   90.0000000000  100.0000000000   75.0000000000
   50.0000000000  100.0000000000   75.0000000000
#

   50.0000000000  100.0000000000   25.0000000000
   70.0000000000  134.6410217285   25.0000000000
   70.0000000000  134.6410217285   75.0000000000
   50.0000000000  100.0000000000   75.0000000000
#

   50.0000000000  100.0000000000   25.0000000000
   30.0000000000  134.6410217285   25.0000000000
   30.0000000000  134.6410217285   75.0000000000
   50.0000000000  100.0000000000   75.0000000000
#

   50.0000000000  100.0000000000   25.0000000000
   10.0000000000  100.0000000000   25.0000000000
   10.0000000000  100.0000000000   75.0000000000
   50.0000000000  100.0000000000   75.0000000000
#

   50.0000000000  100.0000000000   25.0000000000
   30.0000000000   65.3589782715   25.0000000000
   30.0000000000   65.3589782715   75.0000000000
   50.0000000000  100.0000000000   75.0000000000
#

   50.0000000000  100.0000000000   25.0000000000
   70.0000000000   65.3589782715   25.0000000000
   70.0000000000   65.3589782715   75.0000000000
   50.0000000000  100.0000000000   75.0000000000
#

   50.0000000000  100.0000000000   25.0000000000
   90.0000000000  100.0000000000   25.0000000000
   90.0000000000  100.0000000000   75.0000000000
   50.0000000000  100.0000000000   75.0000000000
#



  -50.0000000000  100.0000000000   25.0000000000
  -10.0000000000  100.0000000000   25.0000000000
  -10.0000000000  100.0000000000   75.0000000000
  -50.0000000000  100.0000000000   75.0000000000
#

  -50.0000000000  100.0000000000   25.0000000000
  -30.0000000000  134.6410217285   25.0000000000
  -30.0000000000  134.6410217285   75.0000000000
  -50.0000000000  100.0000000000   75.0000000000
#

  -50.0000000000  100.0000000000   25.0000000000
  -70.0000000000  134.6410217285   25.0000000000
  -70.0000000000  134.6410217285   75.0000000000
  -50.0000000000  100.0000000000   75.0000000000
#

  -50.0000000000  100.0000000000   25.0000000000
  -90.0000000000  100.0000000000   25.0000000000
  -90.0000000000  100.0000000000   75.0000000000
  -50.0000000000  100.0000000000   75.0000000000
#

  -50.0000000000  100.0000000000   25.0000000000
  -70.0000000000   65.3589782715   25.0000000000
  -70.0000000000   65.3589782715   75.0000000000
